PAIS;DEPARTAMENTO;MUNICIPIO;TIPO;NOMBRE
COLOMBIA;CUNDINAMARCA;SAN ANTONIO DEL TEQUENDAMA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SAN ANTONIO DEL TEQUENDAMA
COLOMBIA;CUNDINAMARCA;SAN ANTONIO DEL TEQUENDAMA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA DEL CORREGIMIENTO DE SANTADERCITO
COLOMBIA;CUNDINAMARCA;SAN BERNARDO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA FELIX ANTONIO ROA MENDOZA
COLOMBIA;CUNDINAMARCA;SAN CAYETANO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL SAN CAYETANO
COLOMBIA;CUNDINAMARCA;SAN FRANCISCO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL EDUARDO PALACIOS
COLOMBIA;CUNDINAMARCA;SAN JUAN DE RIO SECO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SAN JUAN DE RIOSECO
COLOMBIA;CUNDINAMARCA;SASAIMA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL USSURBANIPAL
COLOMBIA;CUNDINAMARCA;SESQUILE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SESQUIL…
COLOMBIA;CUNDINAMARCA;SIBATE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LA QUINTA SAMPER
COLOMBIA;CUNDINAMARCA;SILVANIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL SILVANIA
COLOMBIA;CUNDINAMARCA;SIMIJACA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL SANTA LUCIA
COLOMBIA;CUNDINAMARCA;SOACHA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOAQUIN PI—EROS CORPAS
COLOMBIA;CUNDINAMARCA;SOACHA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA RURAL SATELITE JOAQUIN PI—EROS CORPAS-SEDE CHARQUITO
COLOMBIA;CUNDINAMARCA;SOACHA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL SATELITE  JOAQUÕN PI—EROS CORPAS- SEDE CIUDAD VERDE
COLOMBIA;CUNDINAMARCA;SOACHA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL SATELITE JOAQUÕN PI—EROS CORPAS-SEDE LA ISLA
COLOMBIA;CUNDINAMARCA;SOACHA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOAQUIN PI—EROS CORPAS  SEDE LA DESPENSA - CIUDAD VERDE
COLOMBIA;CUNDINAMARCA;SOPO;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA HATO GRANDE
COLOMBIA;CUNDINAMARCA;SOPO;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA EDUARDO BRICE—O
COLOMBIA;CUNDINAMARCA;SOPO;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA VEREDA EL CHUSCAL
COLOMBIA;CUNDINAMARCA;SOPO;ESTATAL-RURAL;BIBLIOTECA P⁄BLICO RURAL SAN GABRIEL
COLOMBIA;CUNDINAMARCA;SOPO;ESTATAL-MUNICIPAL;"BIBLIOTECA MUNICIPAL ""EDUARDO CARRANZA"""
COLOMBIA;CUNDINAMARCA;SUBACHOQUE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JORGE ENRIQUE HERNANDEZ CARRILLO
COLOMBIA;CUNDINAMARCA;SUESCA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LUIS FELIPE CORTES RODRIGUEZ
COLOMBIA;CUNDINAMARCA;SUPATA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA   DE SUPATA
COLOMBIA;CUNDINAMARCA;SUSA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SUSA
COLOMBIA;CUNDINAMARCA;SUTATAUSA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA DE PE—AS DE CAJON
COLOMBIA;CUNDINAMARCA;SUTATAUSA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SUTATAUSA
COLOMBIA;CUNDINAMARCA;TABIO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA JOAQUIN PI—EROS CORPAS SEDE LA CABRERA
COLOMBIA;CUNDINAMARCA;TABIO;ESTATAL-MUNICIPAL;BIBLIOTECA MUNICIPAL JOAQUIN PI—EROS CORPAS DE TABIO SEDE JARDIN BOTANICO
COLOMBIA;CUNDINAMARCA;TABIO;ESTATAL-RURAL;"BIBLIOTECA PUBLICA MUNICIPAL JOAQUIN PI—EROS CORPAS SEDE ""PARCELACION TERMALES"""
COLOMBIA;CUNDINAMARCA;TABIO;ESTATAL-MUNICIPAL;BIBLIOTECA MUNICIPAL JOAQUIN PI—EROS CORPAS SEDE INSTITUTO DE CULTURA
COLOMBIA;CUNDINAMARCA;TABIO;ESTATAL-RURAL;"BIBLIOTECA PUBLICA MUNICIPAL JOAQUIN PI—EROS CORPAS SEDE ""PALO VERDE CHICU"""
COLOMBIA;CUNDINAMARCA;TAUSA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL TAUSA
COLOMBIA;CUNDINAMARCA;TENA;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL DE TENA ""CAPILLA DE LA HACIENDA"""
COLOMBIA;CUNDINAMARCA;TENJO;ESTATAL-MUNICIPAL;BIBLIOTECA MUNICIPAL DE TENJO
COLOMBIA;CUNDINAMARCA;TIBACUY;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL DE TIBACUY ""CASA PANCHE"""
COLOMBIA;CUNDINAMARCA;TIBIRITA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA JOSE RAMON SABOGAL
COLOMBIA;CUNDINAMARCA;TOCAIMA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE TOCAIMA
COLOMBIA;CUNDINAMARCA;TOCANCIPA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA MUNICIPAL  PEDRO MARIA ORTEGA
COLOMBIA;CUNDINAMARCA;TOCANCIPA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA ROBERTO GONZALEZ OTERO
COLOMBIA;CUNDINAMARCA;TOCANCIPA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA ANA STELLA GOMEZ DE CH¡VEZ
COLOMBIA;CUNDINAMARCA;TOCANCIPA;ESTATAL-MUNICIPAL;BIBLIOTECA CONVENIO GOBERNACI”N DE CUNDINAMARCA
COLOMBIA;CUNDINAMARCA;TOPAIPI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL  DE TOPAIPI
COLOMBIA;CUNDINAMARCA;UBALA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA HORACIO BEJARANO DIAZ
COLOMBIA;CUNDINAMARCA;UBAQUE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA JAIME PARDO LEAL
COLOMBIA;CUNDINAMARCA;UNE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE UNE
COLOMBIA;CUNDINAMARCA;UTICA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE UTICA
COLOMBIA;CUNDINAMARCA;VENECIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LEER PARA CRECER
COLOMBIA;CUNDINAMARCA;VERGARA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE VERGARA
COLOMBIA;CUNDINAMARCA;VIANI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL PLACIDO HERNANDEZ
COLOMBIA;CUNDINAMARCA;VILLA DE SAN DIEGO DE UBATE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL  SEDE CASA DE LA CULTURA
COLOMBIA;CUNDINAMARCA;VILLA DE SAN DIEGO DE UBATE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA EDUARDO CARRANZA SEDE UNIDAD BASICA
COLOMBIA;CUNDINAMARCA;VILLAGOMEZ;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE VILLAGOMEZ
COLOMBIA;CUNDINAMARCA;VILLAPINZON;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""LUIS ANTONIO ESCOBAR"""
COLOMBIA;CUNDINAMARCA;VILLETA;ESTATAL-MUNICIPAL;"BIBLIOTECA MUNICIPAL ""ARCADIO PLAZAS"""
COLOMBIA;CUNDINAMARCA;VILLETA;COMUNITARIA-MUNICIPAL;BIBLIOTECA PUBLICA PILOTO
COLOMBIA;CUNDINAMARCA;VIOTA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE VIOTA
COLOMBIA;CUNDINAMARCA;YACOPI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE YACOPI
COLOMBIA;CUNDINAMARCA;ZIPACON;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE ZIPACON 
COLOMBIA;CUNDINAMARCA;ZIPAQUIRA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA REGIONAL DE ZIPAQUIR¡ JOS… MARÕA TRIANA ALGARRA
COLOMBIA;CUNDINAMARCA;ZIPAQUIRA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL EDUARDO CASTILLO
COLOMBIA;GUAINIA;INIRIDA;ESTATAL-DEPARTAMENTAL;BIBLIOTECA P⁄BLICA DEPARTAMENTAL GABRIEL GARCIA MARQUEZ
COLOMBIA;GUAVIARE;CALAMAR;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA JOS… EUSTASIO RIVERA
COLOMBIA;GUAVIARE;EL RETORNO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE EL RETORNO
COLOMBIA;GUAVIARE;MIRAFLORES;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE MIRAFLORES
COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL SAN JOS… DEL GUAVIARE
COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA RURAL DEL CORREGIMIENTO EL CAPRICHO
COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;ESTATAL-DEPARTAMENTAL;BIBLIOTECA P⁄BLICA DEPARTAMENTAL Y PATRIMONIAL DEL GUAVIARE
COLOMBIA;HUILA;ACEVEDO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE ACEVEDO
COLOMBIA;HUILA;AGRADO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOSE MARIA ROJAS GARRIDO
COLOMBIA;HUILA;AIPE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL SA⁄L PERDOMO RIVERA
COLOMBIA;HUILA;ALGECIRAS;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE ALGECIRAS JORGE HUMBERTO TRUJILLO
COLOMBIA;HUILA;ALTAMIRA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOSE EUSTASIO RIVERA
COLOMBIA;HUILA;BARAYA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ANTONIO PALOMAR AVILES
COLOMBIA;HUILA;CAMPOALEGRE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE CAMPOALEGRE
COLOMBIA;HUILA;COLOMBIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE COLOMBIA
COLOMBIA;HUILA;ELIAS;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ALFONSO L”PEZ
COLOMBIA;HUILA;GARZON;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE GARZON LUIS CALIXTO LEIVA CHARRY 
COLOMBIA;HUILA;GIGANTE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL HUMBERTO MONTEALEGRE S¡NCHEZ
COLOMBIA;HUILA;GUADALUPE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ALEJANDRINO LIZCANO
COLOMBIA;HUILA;HOBO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DOUGLAS HERN¡N BAUTISTA TOVAR
COLOMBIA;HUILA;IQUIRA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA ALBERTO YUSTRES BARRERA
COLOMBIA;HUILA;ISNOS;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE ISNOS
COLOMBIA;HUILA;LA ARGENTINA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LA ARGENTINA
COLOMBIA;HUILA;LA PLATA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DE HUILA SIMON BOLIVAR
COLOMBIA;HUILA;NATAGA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE NATAGA
COLOMBIA;HUILA;NEIVA;ESTATAL-MUNICIPAL;BIBLIOTECA MUNICIPAL HUELLAS
COLOMBIA;HUILA;NEIVA;ESTATAL-DEPARTAMENTAL;BIBLIOTECA P⁄BLICA DEPARTAMENTAL OLEGARIO RIVERA
COLOMBIA;HUILA;OPORAPA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL GABRIEL GARCIA MARQUEZ
COLOMBIA;HUILA;PAICOL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JESUS ALIRIO OCHOA
COLOMBIA;HUILA;PALERMO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JULIAN POLANIA PEREZ
COLOMBIA;HUILA;PALESTINA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL GUSTAVO ADOLFO VIDAL
COLOMBIA;HUILA;PITAL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE PITAL
COLOMBIA;HUILA;PITALITO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL MONSE—OR ESTEBAN ROJAS
COLOMBIA;HUILA;PITALITO;ESTATAL-RESGUARDO INDÕGENA;"BIBLIOTECA ""KILKAKATINA UKU"""
COLOMBIA;HUILA;PITALITO;ESTATAL-RESGUARDO INDÕGENA;BIBLIOTECA P⁄BLICA RURAL COMUNITARIA KAMUWAN KISHPIRINCHIK (SALVADOS POR UN LIBRO)
COLOMBIA;HUILA;PITALITO;ESTATAL-RESGUARDO INDÕGENA;"BIBLIOTECA KUSI KILKAKATINA "" LEER CON ALEGRIA"" "
COLOMBIA;HUILA;RIVERA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOSE EUSTASIO RIVERA
COLOMBIA;HUILA;SALADOBLANCO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ISAIAS PE—A GUTIEREZ
COLOMBIA;HUILA;SAN AGUSTIN;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SAN AGUSTIN
COLOMBIA;HUILA;SANTA MARIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SANTA MARIA
COLOMBIA;HUILA;SUAZA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE SUAZA CORAZONES CREATIVOS
COLOMBIA;HUILA;TARQUI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE TARQUI HUILA
COLOMBIA;HUILA;TELLO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE TELLO
COLOMBIA;HUILA;TERUEL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE TERUEL HUILA
COLOMBIA;HUILA;TESALIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA R…GULO SU¡REZ
COLOMBIA;HUILA;TIMANA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL CARLOS ENRIQUE RIVERA 
COLOMBIA;HUILA;VILLAVIEJA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE VILLAVIEJA
COLOMBIA;HUILA;YAGUARA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL RODRIGO LARA BONILLA
COLOMBIA;LA GUAJIRA;ALBANIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE ALBANIA
COLOMBIA;LA GUAJIRA;BARRANCAS;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA GABRIEL SOLANO VIDAL
COLOMBIA;LA GUAJIRA;DIBULLA;ESTATAL-RESGUARDO INDÕGENA;BIBLIOTECA P⁄BLICA RESGUARDO INDÕGENA KOGUI MALAYO ARHUACO
COLOMBIA;LA GUAJIRA;DIBULLA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE DIBULLA
COLOMBIA;LA GUAJIRA;DISTRACCION;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA CARIDAD SUAREZ DE HERRERA
COLOMBIA;LA GUAJIRA;EL MOLINO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL FERNANDO LOPEZ URBINA
COLOMBIA;LA GUAJIRA;FONSECA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA CENTRO DE RECURSOS EDUCATIVOS MUNICIPALES
COLOMBIA;LA GUAJIRA;HATONUEVO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE HATONUEVO
COLOMBIA;LA GUAJIRA;LA JAGUA DEL PILAR;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ELSA ARMENTA
COLOMBIA;LA GUAJIRA;MAICAO;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE CARRAIPÕA
COLOMBIA;LA GUAJIRA;MAICAO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE MAICAO (MINISTERIO)
COLOMBIA;LA GUAJIRA;MAICAO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL MIGUEL ANGEL LOPEZ HERNANDEZ
COLOMBIA;LA GUAJIRA;MAICAO;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA JUAN BAUTISTA LARA DE LUQUEZ
COLOMBIA;LA GUAJIRA;MANAURE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE MANAURE
COLOMBIA;LA GUAJIRA;RIOHACHA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE  RIOHACHA COMUNA 10
COLOMBIA;LA GUAJIRA;RIOHACHA;ESTATAL-DEPARTAMENTAL;BIBLIOTECA P⁄BLICA DEPARTAMENTAL DE LA GUAJIRA HERMANA JOSEFINA ZU—IGA DELUQUE
COLOMBIA;LA GUAJIRA;SAN JUAN DEL CESAR;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL MELQUIADES FERNANDEZ MENDOZA
COLOMBIA;LA GUAJIRA;URIBIA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA MUNICIPAL CASA DE CULTURA CARLOS EDUARDO AFANADOR
COLOMBIA;LA GUAJIRA;URIBIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE URIBIA VICTOR BARROS
COLOMBIA;LA GUAJIRA;URUMITA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOSE LORENZO CELEDON BENJUMEA
COLOMBIA;LA GUAJIRA;VILLANUEVA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LUIS CARLOS LACOUTURE DAZA
COLOMBIA;MAGDALENA;ALGARROBO;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA ""BENITO REBOLLO"
COLOMBIA;MAGDALENA;ARACATACA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL REMEDIOS LA BELLA
COLOMBIA;MAGDALENA;ARIGUANI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE ARIGUANI
COLOMBIA;MAGDALENA;CERRO SAN ANTONIO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ANTONIO ESTEBAN SANCHEZ JIMENEZ 
COLOMBIA;MAGDALENA;CHIBOLO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA JORGE ELIECER QUIROZ MU—OZ
COLOMBIA;MAGDALENA;CIENAGA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL PEDRO BONETT CAMARGO
COLOMBIA;MAGDALENA;CONCORDIA;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""DR. EUGENIO ESCALANTE"""
COLOMBIA;MAGDALENA;EL BANCO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL VICTOR S. LARA
COLOMBIA;MAGDALENA;EL PI—ON;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO EL PI—ON
COLOMBIA;MAGDALENA;EL RETEN;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE EL RETEN
COLOMBIA;MAGDALENA;FUNDACION;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL CARLOS LOPEZ RIVEIRA
COLOMBIA;MAGDALENA;GUAMAL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE GUAMAL
COLOMBIA;MAGDALENA;NUEVA GRANADA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA ADALBERTO SAUMET RAMOS
COLOMBIA;MAGDALENA;NUEVA GRANADA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL CORREGIMIENTO LA GLORIA
COLOMBIA;MAGDALENA;NUEVA GRANADA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA DEL CORREGIMIENTO DE LOS ANDES
COLOMBIA;MAGDALENA;PEDRAZA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA IGNACIO OSPINO GARCIA
COLOMBIA;MAGDALENA;PIJI—O DEL CARMEN;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DIGNO EMERITO FERREIRA
COLOMBIA;MAGDALENA;PIVIJAY;ESTATAL-MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL WENCELL BOLA—“ ORDO—EZ
COLOMBIA;MAGDALENA;PLATO;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA ""ANA AMERICA SAUMETH DEL TORO"""
COLOMBIA;MAGDALENA;PUEBLOVIEJO;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA DEL CORREGIMIENTO DE TASAJERA
COLOMBIA;MAGDALENA;REMOLINO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE REMOLINO
COLOMBIA;MAGDALENA;SABANAS DE SAN ANGEL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SABANAS DE SAN ANGEL
COLOMBIA;MAGDALENA;SALAMINA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOSE NICOMEDES ESCORCIA
COLOMBIA;MAGDALENA;SAN SEBASTIAN DE BUENAVISTA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SAN SEBASTIAN DE BUENAVISTA
COLOMBIA;MAGDALENA;SAN ZENON;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SAN ZENON
COLOMBIA;MAGDALENA;SANTA ANA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SANTA ANA
COLOMBIA;MAGDALENA;SANTA BARBARA DE PINTO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL MIRIAN PIEDRAHITA
COLOMBIA;MAGDALENA;SANTA MARTA;COMUNITARIA-MUNICIPAL;BIBLIOTECA P⁄BLICA POPULAR DE GAIRA
COLOMBIA;MAGDALENA;SITIONUEVO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL HILDA TORREGROSA
COLOMBIA;MAGDALENA;TENERIFE;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL""JOSE MARIA DIAZ FANDI—O"""
COLOMBIA;MAGDALENA;ZAPAYAN;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA ""ORLANDO SALGADO PARODY"""
COLOMBIA;MAGDALENA;ZONA BANANERA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE VARELA
COLOMBIA;MAGDALENA;ZONA BANANERA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE TUCURINCA
COLOMBIA;MAGDALENA;ZONA BANANERA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ANIBAL REDONDO ORELLANO
COLOMBIA;META;ACACIAS;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA CARLOS MARÕA HERN¡NDEZ ROJAS
COLOMBIA;META;BARRANCA DE UPIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE BARRANCA DE UPIA
COLOMBIA;META;CABUYARO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE CABUYARO
COLOMBIA;META;CASTILLA LA NUEVA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA SAN LORENZO CASTILLA LA NUEVA
COLOMBIA;META;CUBARRAL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE CUBARRAL
COLOMBIA;META;CUMARAL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ¡LVARO GARZ”N TORRES
COLOMBIA;META;EL CALVARIO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL FLORA LELYS JARA BRAVO ,  EL CALVARIO
COLOMBIA;META;EL CASTILLO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ALFONSO MENESES
